"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Run Number"
105,0,8000,-149.88,0.73034,9.1087,-4.4661,0.70847,0.00099467,0.00081179,0.043329,0.00042228,0.0018458,9.872,7.5399,4.8614,-382.77,18.005,344,0.0028504,0.0063533,0.63506,3.2352,111
100,0,1000,-15.889,0.023393,0.76973,-0.38827,0.0096367,2.7667e-07,9.5145e-06,0.0040517,-0.00042631,-0.0016178,0.80819,0.81076,1.2072,-50.533,0.81601,11.751,1.2606e-06,3.2368e-06,0.032751,0.13018,112
100,0,1466.666667,24.958,0.057342,1.3212,-0.65179,0.0048555,2.8792e-07,5.1617e-06,0.0018367,0.00014606,0.00047452,1.3687,1.3326,2.1596,-60.45,0.3114,3.2866,4.7206e-06,1.3005e-05,0.059968,0.16972,113
100,0,1933.333333,-35.282,0.11844,1.8616,-0.94786,0.0017062,1.5847e-07,1.5988e-06,0.00056891,0.00067729,0.0020175,1.9922,1.8793,1.3305,-93.79,4.9344,43.782,1.0186e-05,2.9054e-05,0.058603,0.19559,114
100,0,2400,-46.56,0.20593,2.4674,-1.1933,0.0055565,7.7267e-07,4.6187e-06,0.0016033,0.00065278,0.0018894,2.7128,2.4642,1.5797,-129.12,5.4207,45.414,2.6164e-05,7.483e-05,0.088825,0.28234,115
100,0,2866.666667,-58.404,0.31216,3.038,-1.4251,0.017443,3.3062e-06,1.2326e-05,0.0042933,0.0027373,0.0078436,3.3702,2.9487,1.8132,-137.01,100.87,828.29,5.5542e-05,0.00015913,0.1332,0.41385,116
100,0,3333.333333,-70.016,0.4412,3.5766,-1.6714,0.054364,1.3351e-05,3.3419e-05,0.011376,0.0029294,0.0084902,4.0639,3.4285,1.7152,-172.86,150.24,1262,9.8323e-05,0.00027722,0.16515,0.54905,117
100,0,3800,80.898,0.5818,4.0551,-1.9523,0.098161,2.9715e-05,5.4219e-05,0.017549,0.0047487,0.01397,4.6722,3.806,2.7084,-179.93,529.89,4586.3,0.00017183,0.00047685,0.24307,0.74398,118
100,0,4266.666667,91.186,0.72425,4.5262,-2.1866,0.18093,6.641e-05,9.4732e-05,0.027761,0.0036724,0.011137,5.2889,4.1771,2.0139,-214.69,367.81,3382.4,0.0002412,0.00065609,0.25693,0.88686,119
100,0,4733.333333,101.82,0.88431,4.9955,-2.2102,0.29818,0.00013077,0.00015275,0.038926,-0.0026346,-0.0082614,5.961,4.5354,2.6153,-251.24,240.38,2363.5,0.00036336,0.00096489,0.31921,1.0992,120
100,0,5200,113.7,1.1095,5.5071,-2.5852,0.4489,0.00023582,0.0002344,0.048751,0.0026919,0.0086599,6.6828,4.9056,2.6919,-258.48,289.14,2992,0.00051981,0.0013609,0.37866,1.3489,121
100,0,5666.666667,123.9,1.3478,5.9689,-2.9838,0.62158,0.00038028,0.00034439,0.057501,0.0031777,0.010673,7.3847,5.233,2.6366,-295.54,483.51,5454.9,0.00071766,0.0018246,0.43034,1.6261,122
100,0,6133.333333,133.46,1.618,6.3949,-3.0977,0.8971,0.00062612,0.00053582,0.071299,0.0049904,0.017401,8.069,5.5162,3.924,-301.88,1342.5,16322,0.00095478,0.0023414,0.52869,1.9964,123
100,0,6600,-141.81,1.9365,6.8136,-3.3101,1.1297,0.00089114,0.00073966,0.078582,-98.407,0.56433,5.9981,-0.7617,0.0077567,-112.89,829410000,27245,0.001603,0.053499,1.4308,0.27971,124
100,0,7066.666667,-149.19,2.2104,7.1301,-3.5918,1.3535,0.0011649,0.0009516,0.08364,0.0028674,0.010865,9.3812,6.0149,5.8616,-345.76,463.33,6651.8,0.0015407,0.0036657,0.61266,2.8475,125
100,0,7533.333333,-165.35,2.3831,7.501,-3.9223,1.0944,0.0010346,0.00083657,0.052181,-0.0019844,-0.0072277,9.9257,6.1334,3.5073,-380.26,417.64,5540.1,0.0018122,0.0043874,0.72229,2.967,126
100,0,8000,220.45,1.7865,8.2748,-4.2852,9.4138,0.010422,0.0089162,0.18726,-91.056,0.43179,7.479,-0.073292,10.243,-105.47,198610000,4461.7,0.0017246,0.0091465,2.658,0.19467,127
160,0,1000,-7.401,0.00056819,-4.7073e-05,-30.648,35.859,7.5571e-12,6.7098e-10,16.561,0.0010341,92.885,0.014082,0.013523,135.25,452.22,0.22617,1.0892,30.124,30.124,7.6331e-06,0.0059613,128
160,0,1466.666667,23235,-0.06482,0.065635,9.5552,1.1292e-11,0.0021351,0.0021354,3665.7,16.859,37.041,0.00082714,1.5327e-05,-983.81,551.96,383.23,80.434,1.1064e-10,1.025e-10,0.10366,1.196,129
160,0,1933.333333,6.1795,0.0010841,-5.3397e-05,31.36,28.409,9.1353e-12,9.929e-10,13.405,-0.14705,106.9,0.0011558,7.4945e-05,351.16,-370.22,1.86,0.00032553,5.9242e-07,5.919e-07,2.8055e-06,8.6547e-07,130
160,0,2400,20419,0.0013082,0.00015422,13323,3.9121e-27,1.2292e-07,2.4984e-07,7.7275e-32,14.063,2314.6,-0.029108,-0.030535,129.26,-162.75,1.7824e-10,5.8507e-14,9.6836e-06,9.6884e-06,6.2222e-17,2.2023e-13,131
160,0,2866.666667,-16229,-0.029788,0.031505,135.35,7.8773e-15,0.00014174,0.0001418,1.4705e-11,43.428,98.787,0.0017178,8.5229e-06,-363.71,362.02,7.4541e-27,5.5113e-27,2.4702e-12,5.3805e-12,1.1986e-28,8.7638e-29,132
160,0,4266.666667,42.662,0.0025561,1.156e-05,-91.512,6054.9,1.899e-11,1.4147e-10,1898.4,0.046299,2.1264,0.0025689,1.0066e-05,-92.25,259.93,0.16654,348.9,1.2642e-11,1.2455e-11,452.33,0.044209,133
160,0,4733.333333,-629.29,0.0028375,6.0887e-05,1673.9,3.1618e-22,2.6934e-10,1.596e-08,1.3583e-22,23.933,10.72,0.0028451,9.4047e-06,-123.25,-48.861,16.531,82.855,1.8285e-12,7.1174e-12,0.13466,1076.4,134
160,0,5200,140.2,0.003157,1.6454e-05,2.1616,0.0034902,3.7487e-11,1.0602e-10,3203.8,-90.225,568.68,0.0031621,3.5964e-06,-290.31,-520.3,2.2133e-25,4.7413e-26,4.1447e-12,2.0399e-12,1.2231e-29,4.657e-27,135
160,0,5666.666667,103.6,0.0034642,1.8663e-05,-27.579,13047,7.8858e-11,9.1266e-11,1696.7,-0.31406,-38.593,0.0034474,-2.1105e-05,-326.38,153.74,0.19507,0.071158,1.9358e-10,1.8766e-10,516.77,0.00066122,136
160,0,6133.333333,391.36,0.0037533,3.2605e-05,45.03,0.95695,4.4284e-10,5.9362e-10,5216.4,167510,-7138.6,0.0037813,-5.6859e-05,-7882.5,-43386,1.1947e-27,9.1844e-25,2.9118e-10,4.3999e-05,5.6084e-25,8.6019e-26,137
160,0,6600,251.67,0.0040568,3.0599e-05,-59.877,1.0345,9.6822e-11,1.6963e-10,1955.4,2.4144,57.28,0.0041015,1.7838e-05,89.216,-414.04,2.8052,0.14088,1.9392e-11,1.7966e-11,801.27,0.00019837,138
160,0,7066.666667,56.992,0.0043523,5.1556e-05,9.7172,442.35,2.4383e-11,9.5844e-11,111.05,-640580,-11232,0.004411,5.5033e-05,-14044,105.35,1.3485e-29,1.3555e-25,5.4712e-10,5.8593e-10,4.3822e-26,2.2761e-23,139
160,0,7533.333333,82.86,0.0046673,4.3398e-05,11.333,1265.6,4.3568e-11,7.5724e-11,220.3,-77885,-16854,0.0046975,0.00045306,-10717,-42746,1.2423e-23,8.9653e-22,9.8294e-10,4.6762e-07,3.6623e-22,3.0433e-22,140
160,0,8000,-43.115,0.0050686,5.0731e-05,23.881,248.1,1.5187e-11,1.0603e-10,75.064,-0.054269,-1.1109,0.0050928,2.1542e-05,28.481,-535.18,0.0078501,3.105,7.0728e-12,7.5715e-12,92.091,0.00019724,141
154.545455,0,1000,15.594,0.00060915,-2.8354e-05,-183.28,237.38,9.2805e-12,3.3708e-10,102,-0.1117,230.48,0.00060263,-1.4554e-07,386.99,-9719.4,4.7765e-08,0.010431,7.565e-13,2.3468e-14,4.9452,2.4324e-07,142
154.545455,0,1466.666667,181.98,0.00084966,1.9712e-05,-63.709,1.7596,4.6024e-11,1.0425e-10,2710,0.28473,371,-0.0012839,-0.0021461,-287.95,-51.358,2.2023e-10,1.0279e-15,1.0081e-06,1.0095e-06,1.3281e-18,2.2104e-17,143
154.545455,0,1933.333333,-8.8107,0.001135,5.9345e-05,-4.5825,27.034,7.7133e-12,5.5743e-10,12.303,1.4476,31.99,0.0011418,9.039e-06,12.614,-68.139,3.7435,0.0081266,1.6389e-11,1.5145e-11,9.1237e-10,1.5798e-06,144
154.545455,0,3333.333333,39.369,0.0019842,2.8861e-05,110.15,875.78,1.7881e-11,1.5758e-10,288.71,106.26,93.026,0.0019934,6.9338e-06,-45.306,-435.12,3.0815e-29,8.6714e-29,1.3549e-12,5.5373e-12,4.7767e-31,2.1974e-29,145
154.545455,0,4266.666667,38.468,0.002547,3.8565e-05,-15.906,413.2,1.5622e-11,1.3502e-10,132.49,-6549.5,2688.5,0.0025581,1.3337e-05,327080,1160.2,1.7233e-20,1.0223e-19,0.0010177,0.0010176,2.7635e-23,5.1868e-19,146
154.545455,0,4733.333333,188.93,0.0028594,2.8115e-05,83.615,26146,2.7593e-10,2.3179e-10,1552.1,36.489,2953.2,-0.03534,-0.038222,-779.07,-231.69,1.9625e-11,2.5e-14,4.6017e-06,4.6048e-06,6.4068e-16,1.6544e-13,147
154.545455,0,5200,-15.582,0.0031976,6.1155e-05,-34.571,56.351,1.037e-11,3.662e-10,23.786,338.85,53.324,0.0031955,2.1457e-05,39.853,-190.85,8.4936,560.94,1.3083e-12,1.1317e-11,0.45761,173.25,148
154.545455,0,5666.666667,271.98,0.0034753,5.6378e-05,58.951,0.35763,1.3506e-10,2.2385e-10,760.83,-17398,23.358,0.0033322,-0.00013492,1445500,-27474,2.5028e-24,1.3538e-18,4.2123e-09,2.249e-09,1.4683e-27,1.7786e-24,149
154.545455,0,6133.333333,5.0299,0.0038363,0.00011785,-8.6317,4.3996,8.1661e-12,1.1373e-09,2.0142,0.61149,3.4457,0.0038485,1.6393e-05,52.309,75.626,0.14234,1.0253,5.3853e-12,6.2782e-12,315.3,0.0010622,150
154.545455,0,6600,83.176,0.0041346,4.0127e-05,-11.13,1791.6,5.2696e-11,9.0958e-11,310.61,-0.24007,-1.8702,0.0041629,2.5036e-05,10.601,-199.27,0.018903,0.5753,6.0542e-12,6.7434e-12,127.65,740.41,151
154.545455,0,7066.666667,57.29,0.0044193,5.5991e-05,15.924,483.51,3.1337e-11,1.2195e-10,121.02,2.3438,26.363,0.0044416,4.3289e-05,50.589,556.84,1.6171,154.59,6.7219e-12,7.534e-12,87.593,585.05,152
154.545455,0,7533.333333,64.867,0.0047433,7.0483e-05,8.2176,311.99,3.0549e-11,9.0698e-11,70.28,1079500,-867.4,0.0048635,7.9146e-05,416610,5542.4,1.4162e-29,2.1626e-23,3.1202e-10,1.8778e-10,3.8118e-28,8.6662e-25,153
154.545455,0,8000,118.22,0.0051446,5.7792e-05,21.706,1867.3,1.0672e-10,1.0266e-10,193.32,-0.24821,-2.5891,0.0051918,3.7422e-05,9.1289,-322.3,1.9582,213.77,6.355e-12,6.9141e-12,52.36,396.98,154
149.090909,0,1000,306.88,0.00063298,-1.6773e-05,-151.29,6.0384e-25,6.4778e-11,1.1063e-10,6.7111e-25,15.399,36.318,0.00079708,0.00017866,-3624.4,265.28,1.4745e-18,3.0152e-19,4.2992e-09,4.3786e-09,1.5405e-22,2.7388e-21,155
149.090909,0,1466.666667,10.01,0.00087943,2.0771e-05,-6.0575,196.54,6.116e-12,3.7882e-10,88.252,2.5292,8.499,0.0017507,0.00087231,-7441.3,-305.01,6.2526e-14,6.2995e-15,1.3623e-07,1.3668e-07,2.6441e-20,1.9154e-18,156
149.090909,0,1933.333333,27.713,0.001153,3.4445e-05,51.016,289.34,1.0802e-11,1.6517e-10,106.32,312.86,5.7336,0.0011569,9.5258e-06,-744.69,187.72,0.013259,39.393,1.0297e-12,9.2418e-12,0.0096659,809.85,157
149.090909,0,3333.333333,33.283,0.0020672,2.8812e-05,-49.612,515.9,1.1881e-11,1.3392e-10,177.34,-226200,-0.008708,0.0020745,-1.5582e-05,171120,236.31,7.446e-19,8.5145e-05,6.6904e-13,2.9535e-11,4.2582e-18,151.2,158
149.090909,0,3800,84.371,0.0023517,2.7915e-05,-14.94,2976.1,4.2148e-11,7.0237e-11,505.7,0.047984,18.753,0.0023899,2.7822e-05,54.451,-463.34,0.0025031,181.49,1.0161e-10,1.0002e-10,94.416,0.020299,159
149.090909,0,4266.666667,175.9,0.002632,2.0254e-05,-39.545,0.73866,3.5289e-11,8.1953e-11,1840.9,0.28681,3.3204,0.0026505,1.5352e-05,10.357,-229.09,4.2412,569.97,5.6888e-12,5.9843e-12,236.47,0.10328,160
149.090909,0,4733.333333,79.872,0.0028898,3.1179e-05,-14.586,2290.6,4.1059e-11,7.7323e-11,417.21,-116.61,-360.35,0.002972,8.0288e-05,51.962,-463.21,99.743,56.811,2.7218e-11,2.5069e-11,502.14,97.569,161
149.090909,0,5200,91.393,0.0032128,4.1058e-05,10.234,1552.3,4.6818e-11,6.6735e-11,238.22,-0.0078235,-0.075415,0.0032461,2.9437e-05,8.9714,-182.55,0.00042509,0.038795,5.2499e-12,5.6446e-12,37.037,522.57,162
149.090909,0,5666.666667,56.026,0.0035378,7.4498e-05,8.1828,192.42,2.2322e-11,9.1082e-11,48.955,-0.063433,-0.60964,0.0035779,3.0907e-05,9.2387,-210.89,4.0371,373.1,5.4682e-12,5.9023e-12,64.351,514.61,163
149.090909,0,6133.333333,48.457,0.003862,8.0672e-05,3.4511,116.32,1.6946e-11,9.3533e-11,32.745,-0.00093931,-0.013103,0.0039053,4.3786e-05,13.488,-270.97,2.2992e-06,0.00042287,5.7678e-12,6.0122e-12,10.398,150.2,164
149.090909,0,6600,65.875,0.0041754,8.4074e-05,-5.9449,215.37,2.9834e-11,8.547e-11,47.795,0.041395,0.35202,0.0042371,5.3181e-05,8.7881,-229.99,0.00097985,0.065573,5.207e-12,5.7503e-12,21.736,99.828,165
149.090909,0,7066.666667,77.94,0.0045017,7.9269e-05,8.1587,307.34,3.5885e-11,7.1036e-11,57.43,0.0054115,0.089513,0.0045418,4.2145e-05,10.206,-141.17,0.062904,17.232,8.7005e-12,8.8235e-12,35.136,472.45,166
149.090909,0,7533.333333,79.057,0.0048363,9.7805e-05,12.905,211.89,3.749e-11,7.2127e-11,39.027,0.011676,0.14561,0.0049054,6.3513e-05,30.521,-288.67,0.050861,7.902,6.0072e-12,6.3824e-12,14.88,160.59,167
149.090909,0,8000,86.353,0.0052497,0.00010961,12.53,207.14,4.5039e-11,7.1932e-11,34.282,0.00040663,0.010528,0.0053406,8.7128e-05,20.683,-562.94,4.9917e-08,3.5643e-05,6.6782e-12,6.9825e-12,4.3671,116.18,168
143.636364,0,1000,-8282400,0.00062927,4.9239e-06,127950,5.269e-23,10.661,10.666,5.5177e-20,45.263,264.71,0.00090908,0.00028998,8034.7,3552.7,7.9816e-19,2.3574e-20,5.498e-09,5.8785e-09,1.1266e-22,1.3918e-22,169
143.636364,0,1466.666667,952390,0.0013629,-0.00048936,-201840,3.7609e-21,0.0010276,0.0011208,1.8375e-20,229.33,45.953,0.0008964,7.5383e-06,362.19,297.13,4.3105e-29,1.0407e-27,7.3924e-13,4.2611e-12,2.5817e-29,2.7683e-30,170
143.636364,0,1933.333333,13782,-0.031644,0.032823,-9.3237,1.006e-10,0.00021447,0.00021455,1509.5,2.8791e-05,0.043868,0.0011948,1.7092e-05,-148.95,-287.8,1.4686e-09,0.00098966,5.2865e-11,5.2521e-11,15.636,0.00017226,171
143.636364,0,2400,80.379,0.0015045,1.9577e-05,75.317,4367.3,2.9433e-11,6.1609e-11,865.46,0.78518,2.115,0.0015069,1.1052e-05,11.056,33.436,0.21306,0.06657,2.6559e-12,3.8974e-12,638.36,0.0017856,172
143.636364,0,2866.666667,1936600,0.0017977,9.4e-06,62199,4.9269e-23,0.15022,0.15053,1.1905e-20,0.78332,1.5758,0.0018135,1.3705e-05,-10.045,-38.07,47.429,191.94,2.3578e-12,3.9076e-12,442.53,465.98,173
143.636364,0,3333.333333,50.866,0.0021147,3.883e-05,45.297,466.67,1.5293e-11,7.7892e-11,128.83,0.12429,1.8027,0.0021353,1.9599e-05,-8.2986,-411.86,0.020437,3.8434,4.8243e-12,5.1794e-12,97.408,0.0064342,174
143.636364,0,3800,162.54,0.002387,5.6477e-05,8.1414,4453.7,2.3861e-10,1.9306e-10,223.53,-0.083136,-0.41613,0.0024316,2.0472e-05,-10.196,-196.3,1.1231,28.034,3.3507e-12,4.1093e-12,149.17,664,175
143.636364,0,4266.666667,-38.929,0.0026906,5.7447e-05,18.093,121.18,1.0085e-11,8.5199e-11,38.626,-0.0024323,-0.042875,0.0027287,3.8416e-05,18.412,-323.84,7.6202e-07,0.00019481,5.2848e-12,5.4267e-12,16.903,291.88,176
143.636364,0,4733.333333,75.711,0.0029917,5.0154e-05,9.1226,594.17,2.8002e-11,5.9132e-11,114.76,-0.00080835,-0.0081411,0.0030336,4.2604e-05,27.373,-208.44,3.5278e-06,0.000348,4.9237e-12,5.2702e-12,13.048,134.01,177
143.636364,0,5200,67.198,0.0033174,8.0776e-05,5.2656,204.11,2.5921e-11,7.108e-11,44.462,0.00043845,0.0077166,0.003388,5.8709e-05,11.995,-327.03,1.3578e-06,0.00041794,5.5583e-12,5.7396e-12,6.334,76.83,178
143.636364,0,5666.666667,50.521,0.0036711,0.00010588,7.4334,67.476,1.6583e-11,8.4057e-11,18.484,-0.0016578,-0.013918,0.0037286,6.7369e-05,12.709,-187.83,6.6172e-05,0.00467,4.5499e-12,4.9946e-12,5.0332,64.429,179
143.636364,0,6133.333333,55.754,0.0040004,0.00011626,9.2304,57.164,1.6182e-11,6.6711e-11,14.598,-2.5468e-05,-0.00047653,0.0040869,8.7591e-05,17.789,-409.53,3.3011,1156.3,8.593e-12,1.13e-11,3.6955,70.211,180
143.636364,0,6600,64.893,0.0043071,0.0001528,6.3091,48.025,2.2097e-11,6.5477e-11,10.808,5.6024e-08,0.69555,0.0044126,0.00010738,13.211,429090,3.197e-17,2.4886e-27,7.3122e-12,7.4548e-12,6.726e-30,3.9678e-42,181
143.636364,0,7066.666667,73.434,0.0045881,0.00016871,8.613,46.357,2.4943e-11,5.6266e-11,9.2466,0.0007171,0.011167,0.0047294,0.00012907,13.064,-338.67,1.2341e-07,3.0172e-05,6.4209e-12,6.7183e-12,1.0671,22.484,182
143.636364,0,7533.333333,58.144,0.004903,0.00022264,1.1046,18.763,1.9135e-11,7.2019e-11,4.6346,-68706,446350,0.0072552,0.00017735,-16648,1093400,2.5505e-21,5.3981e-22,1.6931e-08,1.1597e-10,1.9494e-25,3.698e-23,183
143.636364,0,8000,5.5833,0.0053582,0.0039259,-1.0137,0.01052,2.0194e-11,2.4578e-09,0.005019,0.083566,8.5258,0.0055368,0.0002172,7.0919,-1036.5,0.0029411,34.094,1.7255e-11,1.7852e-11,1.9123,1141.6,184
138.181818,0,1000,14.022,0.00064365,-3.529e-05,-17.961,124.18,8.3291e-12,3.3825e-10,53.336,0.90428,-222.91,0.00063714,-0.004708,-891.84,-793700,2.2301e-10,3.2483e-15,2.1197e-12,1.0242e-05,2.4e-16,1.2786e-21,185
138.181818,0,1933.333333,1.6851,0.0012066,0.00013421,-9.0585,8.0448,7.2836e-12,4.6339e-08,0.34957,-0.40541,-2.0914,0.0012161,8.4469e-06,41.549,-15.95,0.1585,0.067395,4.5586e-12,5.4127e-12,777.1,0.00031854,186
138.181818,0,2400,-32.606,0.0015312,3.5036e-05,15.84,402.62,1.3342e-11,1.4594e-10,136.97,-0.79111,-2.2714,0.0015483,1.5261e-05,32.868,168.2,0.15728,0.10941,3.369e-12,4.8801e-12,400.63,0.00019313,187
138.181818,0,2866.666667,160.78,0.001823,5.6775e-05,45.216,3873.2,1.9891e-10,1.6486e-10,238.61,-0.010379,-0.048343,0.0018704,2.389e-05,4.9965,-75.399,2.0622e-05,0.00015607,3.9333e-12,4.828e-12,102.47,482.51,188
138.181818,0,3333.333333,-44.18,0.0021675,6.0091e-05,7.573,180.28,1.5282e-11,1.0129e-10,53.664,0.05381,0.39161,0.00221,4.1267e-05,10.651,-153.85,13.683,724.97,5.142e-12,5.7515e-12,40.714,250.76,189
138.181818,0,3800,64.192,0.0024667,6.3279e-05,-0.028543,375.24,2.9732e-11,9.0168e-11,85.24,-0.0014417,-0.015481,0.0025249,5.4348e-05,7.519,-131.77,1.7357e-05,0.0019961,6.7382e-12,7.0908e-12,12.442,88.77,190
138.181818,0,4266.666667,33.642,0.0027595,0.00012007,8.758,36.351,1.4481e-11,1.5897e-10,12.374,0.00061841,0.0078346,0.0028309,7.1054e-05,10.318,-226.49,0.00036477,0.058601,6.6585e-12,6.9809e-12,2.5536,129.72,191
138.181818,0,4733.333333,46.623,0.003076,0.00012734,6.6624,46.962,1.738e-11,1.0366e-10,13.543,-0.004813,146.23,-0.0030714,-0.0061437,20.749,-2976.5,0.0009845,95.191,0.0014948,0.0014947,14.166,0.11509,192
138.181818,0,5200,8.4819,0.0034219,0.0008138,-1.0312,0.16738,9.3033e-12,7.0372e-10,0.076449,0.00039373,0.005509,0.0035396,0.00013347,10.199,-230.19,0.018209,3.565,7.4411e-12,7.7306e-12,3.618,42.629,193
138.181818,0,5666.666667,-7.148,0.003331,0.052121,-1.6996,0.041094,1.0975e-08,1.013e-06,0.019078,-22.825,-662.32,0.0044624,0.036883,6.0402,-29749,33.688,114200,2.9001e-07,0.0008092,496.08,20.284,194
138.181818,0,6133.333333,-14.831,0.002716,0.07768,-2.4747,0.16784,5.1994e-08,1.9606e-06,0.071422,1.8523,0.050635,0.0046243,-0.004664,497.5,-4.6395,0.00028335,0.039175,4.7762e-08,6.2806e-07,6736.2,115.37,195
138.181818,0,6600,113.86,-0.016164,0.11029,6.5959,6.3769,1.3427e-06,1.3337e-06,0.69194,1.0761e-06,0.0020083,0.16544,0.16323,1.9295,-946.02,7.421e-15,3.3754e-11,6.5063e-06,6.3492e-06,0.062986,3.8608e-07,196
138.181818,0,7066.666667,221.03,-0.13259,0.34915,6.9136,13.902,2.7356e-05,2.342e-05,0.27574,-1.7385e-06,-0.0016916,0.33827,0.33942,1.6151,-887.33,7.0607e-15,9.3708e-12,1.4408e-05,1.4027e-05,0.057245,4.5886e-07,197
138.181818,0,7533.333333,-29.938,-0.010162,0.39661,-11.273,0.56047,2.6316e-06,3.5231e-05,0.19969,-4.0621e-06,-0.0025801,0.57965,0.58746,1.5133,-894.24,2.8031e-14,2.5882e-10,3.1255e-05,3.0343e-05,0.063239,3.8647e-07,198
138.181818,0,8000,-22.165,-0.012798,0.66347,-11.031,0.32151,5.255e-06,0.00011287,0.12572,5.532e-08,2.4094e-05,0.92254,0.94281,1.3187,-900.92,6.9241e-13,1.3085e-07,6.5846e-05,6.3737e-05,2.0789e-10,1.2781e-14,199
