"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
112,-23.090909,8000,98.491,5.8204,2.3697,4.2232,0.67399,6.6856e-05,8.2675e-05,0.092619,-0.00078452,-0.0038456,8.247,2.2847,-0.91621,-428.68,39.766,955.58,7.6679e-05,0.00024999,0.36825,2.2199,7.5105e-13
136,-16,3000,-26.892,0.0071464,0.24745,7.6992,0.023403,4.6113e-08,7.3514e-07,0.0086507,1.9135e-06,3.5263e-05,0.20149,0.19273,-0.12731,125.06,0.00039988,0.13575,1.0375e-06,1.6028e-06,0.18201,2.7501,6.5986e-12
112,-22.363636,3000,56.812,2.037,0.85674,2.2734,0.25306,3.8595e-06,1.5271e-05,0.06366,-0.0047996,-0.015582,2.934,0.85908,-0.87308,-181.08,318.54,3357.6,3.6509e-06,1.461e-05,0.17974,0.75498,7.5105e-13
136,-16,4000,116.71,0.0031822,0.48458,18.709,0.048433,1.9531e-07,1.8995e-07,0.0051,-59658000,8107.5,0.17856,0.0073986,771.9,106.98,0.00020447,28315,9.8981e-06,6.7248e-05,1790600,0.1934,6.5986e-12
112,-22.363636,4000,69.197,2.7302,1.2148,2.9409,0.48173,1.3701e-05,3.5204e-05,0.10199,0.0033123,0.011674,3.9776,1.2012,-0.87768,-242.37,187.12,2324.3,8.9833e-06,3.4551e-05,0.20882,0.94602,7.5105e-13
136,-16,5000,160.59,-0.0065225,0.79579,19.753,0.11672,1.232e-06,1.0012e-06,0.0062425,-3.522e-05,-0.00078181,0.82499,0.80881,4.1766,268.65,0.057556,28.361,2.0699e-05,3.1342e-05,0.16059,3.1602,6.5986e-12
112,-22.363636,5000,78.566,3.3882,1.5233,3.0682,0.62844,2.7052e-05,5.2576e-05,0.11626,-0.00014425,-0.00056949,4.9663,1.505,-1.1573,-301.31,1.1779,18.36,1.9321e-05,7.0093e-05,0.25712,1.2571,7.5105e-13
136,-16,6000,233.08,-0.0053286,1.1849,22.179,0.60682,1.3358e-05,1.1592e-05,0.011028,-0.0001409,-0.0028935,1.2515,1.227,2.2382,308.56,1.0507,443.09,5.1196e-05,7.9793e-05,0.22514,3.9488,6.5986e-12
112,-22.363636,6000,87.748,4.1375,1.8714,2.9315,0.7559,4.7807e-05,7.3622e-05,0.12212,0.00011548,0.00050098,6.0721,1.832,-1.4374,-360.35,15.277,287.52,3.7592e-05,0.00012996,0.31304,1.5932,7.5105e-13
136,-16,7000,228.84,0.048817,1.5478,21.992,0.73529,2.7756e-05,2.3968e-05,0.01419,-6.2177e-06,-0.00011565,1.6819,1.6425,4.5641,318.26,0.0022757,0.78729,9.8123e-05,0.00015782,0.21477,3.7863,6.5986e-12
112,-22.363636,7000,96.057,4.8448,2.1656,3.4021,0.85672,7.128e-05,9.2169e-05,0.12215,0.00043412,0.0020202,7.1089,2.123,-1.6848,-374.88,8.9995,194.88,6.2197e-05,0.00020685,0.36404,1.9372,7.5105e-13
136,-16,8000,209.72,0.13588,1.9342,21.101,0.92037,5.5365e-05,4.6717e-05,0.023395,-0.00015383,-0.0027975,2.1987,2.1284,5.3981,361.08,0.019808,6.5507,0.00017207,0.00028224,0.20493,4.2488,6.5986e-12
112,-22.363636,8000,103.88,5.6398,2.5017,4.3051,0.86722,9.5088e-05,0.00010755,0.10973,-0.00061879,-0.0031387,8.2004,2.4142,-1.5762,-433.48,29.638,762.59,0.00010032,0.0003209,0.42319,2.5244,7.5105e-13
136,-14,3000,-20.031,-0.00078331,0.14469,7.6572,0.090996,7.652e-08,1.9061e-06,0.036479,7.4821e-05,0.004398,0.11387,0.11461,1.684,144.03,0.84177,2908.3,1.5135e-06,1.8712e-06,0.26921,14.661,6.5986e-12
112,-21.636364,3000,60.354,1.9402,0.94291,2.2404,0.26626,4.7969e-06,1.6654e-05,0.063803,-0.00038798,-0.0012663,2.9098,0.93616,-0.87687,-186.68,6.33,67.427,4.7452e-06,1.908e-05,0.19533,0.82205,7.5105e-13
136,-14,4000,100.5,-0.031682,0.34361,21.024,0.28624,5.9188e-07,7.1556e-07,0.038678,-3.295e-05,-0.0021904,0.32302,0.32981,2.284,306.68,0.11644,514.53,8.1863e-06,1.0181e-05,0.18289,11.438,6.5986e-12
112,-21.636364,4000,72.891,2.5887,1.3049,2.7008,0.48906,1.5785e-05,3.6151e-05,0.098219,0.0013984,0.00512,3.9394,1.2882,-0.9544,-245.93,36.556,490.03,1.1438e-05,4.3129e-05,0.22287,1.0502,7.5105e-13
136,-14,5000,110.52,-0.059192,0.59588,19.749,0.15436,9.4702e-07,9.8798e-07,0.017898,-8.2985e-06,-0.00047257,0.6019,0.61604,3.3597,348.02,0.0025839,8.3801,2.3551e-05,3.0148e-05,0.17312,9.5792,6.5986e-12
112,-21.636364,5000,83.753,3.2237,1.645,2.9394,0.70486,3.4812e-05,5.9022e-05,0.12084,-5.1851e-05,-0.00020847,4.9335,1.611,-0.81441,-305.8,0.06932,1.1205,2.3618e-05,8.4856e-05,0.26963,1.3826,7.5105e-13
136,-14,6000,162.7,-0.12987,0.98833,21.83,0.093417,1.5155e-06,1.2321e-06,0.0048774,-1.2235e-05,-0.00056656,0.95407,0.97558,6.9375,362.07,0.012591,26.997,5.0169e-05,6.6715e-05,0.10168,5.1312,6.5986e-12
112,-21.636364,6000,93.001,3.955,1.9981,3.1725,0.85838,6.1159e-05,8.4001e-05,0.12817,0.0019252,0.0085846,6.0337,1.9564,-1.2016,-364.92,128.55,2556,4.4449e-05,0.00015125,0.31485,1.7438,7.5105e-13
136,-14,7000,160.89,-0.15086,1.3895,21.918,0.15874,5.0945e-06,4.1444e-06,0.0085249,-6.0736e-05,-0.0023247,1.3165,1.3398,7.1612,363.56,0.36662,537.17,0.00010844,0.00014917,0.13385,6.3112,6.5986e-12
112,-21.636364,7000,101.14,4.6587,2.3483,4.1755,1.0107,9.8035e-05,0.00011584,0.13338,0.00057249,0.0028088,7.0527,2.2335,-1.5927,-422.88,15.502,373.14,7.9626e-05,0.00025907,0.40435,2.3249,7.5105e-13
136,-14,8000,151.18,-0.14204,1.7177,20.669,0.25682,1.2684e-05,1.0401e-05,0.015948,-3.5522e-05,-0.0012396,1.7255,1.7422,7.6488,408.33,0.13248,161.29,0.00019366,0.00027471,0.14594,8.3641,6.5986e-12
112,-21.636364,8000,109.71,5.4183,2.6692,4.657,1.0808,0.00013392,0.00013963,0.12498,-0.00070194,-0.0037659,8.1451,2.5378,-1.6103,-482.42,36.336,1045.9,0.00011772,0.00036791,0.43875,2.6121,7.5105e-13
136,-12,3000,-19.185,0.0010803,0.03573,8.514,0.21335,1.132e-08,2.9996e-07,0.086373,1.5778e-05,0.0036669,0.025735,0.024379,4.5373,135.68,1.7382e-09,9.5501e-05,4.1587e-07,4.0612e-07,0.67633,140.95,6.5986e-12
112,-20.909091,3000,63.764,1.8078,1.0309,2.2427,0.23934,5.0456e-06,1.5531e-05,0.054701,0.0027612,0.009282,2.8871,1.025,-0.86671,-190.14,122.85,1388.3,5.929e-06,2.3365e-05,0.19437,0.81073,7.5105e-13
136,-12,4000,80.376,-0.01261,0.13342,23.869,1.688,5.5162e-07,1.034e-06,0.30735,2.4632e-08,5.8762e-06,0.13577,0.13685,3.5059,417.31,1.6012e-14,9.0054e-10,1.6282e-06,1.5906e-06,3.2349e-13,6.0832e-19,6.5986e-12
112,-20.909091,4000,77.578,2.4261,1.4258,2.7707,0.4966,1.8792e-05,3.7538e-05,0.093201,-0.0017103,-0.0064004,3.9044,1.3896,-0.90778,-250.1,62.185,870.94,1.5506e-05,5.7676e-05,0.2518,1.1709,7.5105e-13
136,-12,5000,88.044,-0.034732,0.3059,22.202,1.4899,2.5042e-06,3.8789e-06,0.24239,1.342e-05,0.0018671,0.30485,0.31128,5.2814,354.47,0.039802,770.83,1.236e-05,1.4347e-05,0.14962,18.976,6.5986e-12
112,-20.909091,5000,88.734,3.0392,1.7926,3.0284,0.74405,4.3077e-05,6.4863e-05,0.11845,-0.0007205,-0.0029825,4.8847,1.722,-0.69446,-307.63,24.093,412.83,2.9772e-05,0.00010513,0.2882,1.5108,7.5105e-13
136,-12,6000,81.942,-0.05359,0.51647,19.758,1.0507,5.1264e-06,9.1854e-06,0.18639,9.327e-06,0.00099315,0.52655,0.5381,8.3922,360.4,0.015102,171.15,2.9043e-05,3.4721e-05,0.057502,8.8176,6.5986e-12
112,-20.909091,6000,99.922,3.7503,2.1837,3.7594,1.0149,8.5291e-05,0.00010285,0.13643,0.00026219,0.0012019,5.9966,2.0913,-1.1911,-369.39,2.6371,55.418,5.8206e-05,0.00019537,0.35164,1.9956,7.5105e-13
136,-12,7000,92.728,-0.094585,0.8041,19.969,0.79682,9.1617e-06,1.279e-05,0.12072,-2.5345e-05,-0.0019232,0.75087,0.76712,8.3256,316.98,0.11814,680.4,6.1275e-05,7.5411e-05,0.08809,10.248,6.5986e-12
112,-20.909091,7000,108.56,4.4124,2.5194,4.0774,1.1707,0.00012941,0.00013694,0.13779,0.0012249,0.0062318,7.0128,2.3838,-1.8441,-427.6,92.985,2406.9,9.7804e-05,0.00031195,0.421,2.6087,7.5105e-13
136,-12,8000,97.231,-0.12959,1.065,19.314,0.63895,1.2775e-05,1.6328e-05,0.09047,-2.5462e-05,-0.0015977,1.0192,1.0347,8.6207,318.72,0.13441,529.4,0.00013349,0.00016835,0.13745,16.29,6.5986e-12
112,-20.909091,8000,117.22,5.1515,2.845,3.977,1.2744,0.00017806,0.0001707,0.13103,0.00019812,0.0010962,8.0924,2.6877,-1.7319,-487.56,3.1202,95.513,0.00015107,0.00046523,0.48143,3.1694,7.5105e-13
136,-10,3000,55.166,0.0018883,3.7371e-05,12.218,68.525,2.0131e-12,8.4927e-12,17.646,-0.0045736,-0.61318,0.0020498,0.00013803,70.962,-359.44,0.0068,122.27,6.3094e-10,6.1957e-10,90.367,5347.5,6.5986e-12
112,-20.181818,3000,66.078,1.6804,1.139,2.6169,0.21589,5.4846e-06,1.5607e-05,0.047767,0.0020863,0.0072699,2.864,1.1259,-0.90547,-192.79,93.431,1134.4,8.6709e-06,3.3425e-05,0.2259,0.91779,7.5105e-13
136,-10,4000,6.7758,0.0023501,0.0039095,6.3096,0.02516,3.9609e-11,3.8945e-09,0.01167,-9.8499e-07,-0.15078,0.0057945,0.0033385,111.18,424.49,1.2161e-11,0.033023,2.9741e-07,2.9818e-07,1.6798,3.9372e-07,6.5986e-12
112,-20.181818,4000,81.352,2.2669,1.5625,3.1314,0.46121,2.0699e-05,3.7324e-05,0.081915,-0.0014171,-0.0055515,3.8845,1.5067,-1.9332,-295.04,49.684,762.54,2.1286e-05,7.7308e-05,0.28614,1.2232,7.5105e-13
136,-10,5000,35.124,0.0020149,0.018295,19.644,0.82624,7.4293e-09,7.5668e-08,0.27632,2506000,-47027000,0.0044486,-0.00010428,-125050000,1005700,6.9892e-41,0,8.0755e-09,8.0756e-09,8.617e-44,1.7346e-39,6.5986e-12
112,-20.181818,5000,94.726,2.8195,1.9616,3.0137,0.72346,4.9515e-05,6.5691e-05,0.10524,9.2305e-05,0.0004044,4.8561,1.8549,-2.2747,-356,1.1578,22.235,4.4966e-05,0.00015418,0.36874,1.7242,7.5105e-13
136,-10,6000,49.077,-0.0020821,0.079914,18.394,1.4941,2.1201e-07,1.1428e-06,0.41784,-5.0329e-06,-0.0015914,0.084363,0.082213,8.686,212.82,8.61e-09,0.00086124,2.423e-06,2.3899e-06,0.11965,30.54,6.5986e-12
112,-20.181818,6000,107.29,3.4988,2.3787,3.2679,1.0948,0.00010805,0.00011629,0.13139,0.00056768,0.002706,5.9667,2.2505,-1.5026,-372.61,22.516,511.59,7.9817e-05,0.00026191,0.4034,2.2794,7.5105e-13
136,-10,7000,36.83,-0.0039554,0.15847,12.221,0.90026,5.8984e-07,5.5132e-06,0.29453,5.505e-06,0.0011303,0.15524,0.15388,9.1605,130.55,1.1247e-10,4.7722e-06,4.0866e-06,4.0297e-06,0.044494,18.595,6.5986e-12
112,-20.181818,7000,115.84,4.1521,2.7293,3.7998,1.2887,0.00016592,0.00016126,0.1354,0.018764,-361.29,-2183.8,-2189.2,2.8017,-330.93,5.8213e-06,271.43,8.8308e-05,8.1796e-05,71.505,235.08,7.5105e-13
136,-10,8000,45.723,-0.010545,0.23774,12.337,1.2717,1.6568e-06,1.0278e-05,0.37125,-2.2627e-06,-0.00031159,0.24702,0.24677,9.2766,87.297,0.0026258,49.833,1.9325e-05,2.1951e-05,0.10786,38.672,6.5986e-12
112,-20.181818,8000,125.15,4.8682,3.091,4.5404,1.4804,0.0002426,0.00021782,0.13435,-0.00066773,-0.0038606,8.0468,2.8603,-1.729,-492.72,41.447,1385.4,0.00019518,0.0005872,0.52835,3.5742,7.5105e-13
136,-8,3000,69.064,0.0019256,3.1617e-05,16.455,104.63,2.014e-12,5.2207e-12,22.268,-0.066452,-112.9,0.0037475,0.0017912,54.91,22.47,0.17995,1399.8,0.00012684,0.00012681,365.33,15373,6.5986e-12
112,-19.454545,3000,69.103,1.5369,1.2536,2.7408,0.20489,6.208e-06,1.5999e-05,0.043435,0.0011162,0.0040934,2.8397,1.2333,-1.2119,-234.51,23.322,313.63,1.0525e-05,3.9503e-05,0.22035,0.90049,7.5105e-13
136,-8,4000,66.078,0.0024156,5.2067e-05,13.1,38.793,2.0575e-12,5.8697e-12,8.5993,2.332e-06,1.134,0.0026984,0.00024534,92.535,10527,2.7298e-12,0.00028049,3.2589e-09,3.2408e-09,31.599,5.264e-11,6.5986e-12
112,-19.454545,4000,85.729,2.0761,1.7336,2.9121,0.40559,2.2128e-05,3.574e-05,0.067526,0.0016517,0.0067527,3.8511,1.6428,-0.035432,-299.25,1.805,30.173,2.7288e-05,9.6877e-05,0.29258,1.4177,7.5105e-13
136,-8,5000,8.8233,0.0028956,0.00037352,6.4144,0.2018,2.2794e-12,1.6454e-10,0.091809,0.073292,1.9328,0.0033359,0.00043554,50.951,102.49,6.4493,4449.1,3.2187e-08,3.4593e-08,1815.1,23479,6.5986e-12
112,-19.454545,5000,99.318,2.601,2.1536,3.5029,0.69143,5.6575e-05,6.8936e-05,0.093806,-0.00024181,-0.0010981,4.8242,2.0192,-1.5566,-359.67,2.527,52.113,5.2807e-05,0.00017773,0.3478,1.8093,7.5105e-13
136,-8,6000,9.1427,0.0032262,0.02057,5.9163,0.050871,1.6875e-09,1.1675e-07,0.023063,4.039e-05,0.017947,0.0098586,0.0064855,10.537,-521.61,0.025135,4950.1,3.7934e-07,3.7701e-07,13.162,2587.2,6.5986e-12
112,-19.454545,6000,113.76,3.2252,2.6104,3.7056,1.0682,0.00012606,0.00012524,0.11593,-0.00053029,-0.0026763,5.9196,2.4114,-1.7011,-423.07,13.68,348.45,0.0001005,0.00032183,0.42668,2.5184,7.5105e-13
136,-8,7000,-14.706,0.0031366,0.044588,6.2779,0.15022,1.5441e-08,5.8877e-07,0.064014,-20841000,-319300,0.0087292,0.0033101,3964.4,26421,5.8116e-24,2.2278e-19,0.00022591,0.00048114,1.4699e-23,5.2766e-20,6.5986e-12
112,-19.454545,7000,123.85,3.8544,3.0054,4.4648,1.3665,0.0002119,0.00019203,0.12658,0.00048418,0.0026205,6.9236,2.7433,-2.2483,-437.08,17.136,501.91,0.00016291,0.00050251,0.51265,3.0388,7.5105e-13
136,-8,8000,-28.529,0.00097034,0.094491,6.2825,0.59365,1.6358e-07,2.3706e-06,0.21513,-1.4439e-06,-0.00044289,0.080241,0.076293,9.6896,-194.74,1.8259e-12,1.7199e-07,2.2752e-06,2.2492e-06,0.057331,7.3652e-06,6.5986e-12
112,-19.454545,8000,133.84,4.5455,3.3712,5.0619,1.6059,0.00031133,0.00026607,0.127,-0.00028305,-0.0016783,7.9889,3.0558,-2.5342,-496.97,10.689,375.83,0.00025425,0.00075467,0.60381,3.9912,7.5105e-13
136,-6,3000,-6.9373,0.0019371,0.00062614,7.2088,0.022281,8.8301e-13,8.4352e-11,0.010371,-3.8302e-05,-0.0056948,0.0020574,9.3526e-05,9.4265,-245.43,7.501e-07,0.016574,2.6587e-12,2.611e-12,0.14848,47.205,6.5986e-12
112,-18.727273,3000,70.908,1.3858,1.402,2.8525,0.15031,5.6485e-06,1.3749e-05,0.031056,0.00030424,0.0011835,2.8063,1.3402,-0.87623,-238.12,5.1593,78.077,1.3596e-05,4.9358e-05,0.2275,1.0642,7.5105e-13
136,-6,4000,-14.849,0.0020161,0.023728,3.5244,0.14379,4.1517e-09,1.5629e-07,0.061175,-145.99,-1289.5,0.023033,0.02008,-1.2258,-508.81,1189000,3605700,0.015222,0.015201,147370,3725.4,6.5986e-12
112,-18.727273,4000,89.434,1.8628,1.8971,2.4653,0.36975,2.3935e-05,3.5475e-05,0.058246,-0.000799,-0.0034315,3.8144,1.7871,-1.3117,-301.81,37.022,682.89,3.6244e-05,0.00012511,0.31494,1.6608,7.5105e-13
136,-6,5000,-22.866,-0.00044092,0.11515,2.3407,0.38534,1.8528e-07,3.7978e-06,0.14943,-1.3504e-06,-0.0005317,0.10297,0.10141,8.8663,-416.89,6.3295e-14,9.02e-09,1.4662e-06,1.4506e-06,0.024517,2.8665e-07,6.5986e-12
112,-18.727273,5000,104.79,2.3353,2.3858,3.3852,0.60267,6.003e-05,6.6956e-05,0.075169,0.00024785,0.0011849,4.7869,2.1913,-0.94119,-363.91,1.7221,39.363,7.0236e-05,0.00022993,0.36957,2.1439,7.5105e-13
136,-6,6000,-31.536,-0.0073326,0.25766,2.0274,0.70068,1.3407e-06,1.644e-05,0.24475,-9.9038e-07,-0.00024912,0.23022,0.23043,8.705,-521.71,9.0779e-14,5.5554e-09,7.6745e-06,7.5544e-06,0.044798,7.4039e-06,6.5986e-12
112,-18.727273,6000,119.61,2.9295,2.8821,4.2504,1.0132,0.00014498,0.00013595,0.10034,0.00099017,0.005188,5.8751,2.6021,-1.2786,-426.91,58.073,1594.3,0.00013803,0.00043326,0.48078,3.0388,7.5105e-13
136,-6,7000,286.74,-0.29427,0.64249,18.481,7.3956,4.4761e-05,4.0947e-05,0.060581,4.55e-07,8.5695e-05,0.37656,0.37883,9.1125,-557.83,5.0928e-11,1.8049e-06,2.0501e-05,2.0161e-05,0.035583,4.7688e-07,6.5986e-12
112,-18.727273,7000,131.59,3.5068,3.2893,4.5428,1.3996,0.00025867,0.00022345,0.1147,-0.00013253,-0.0007563,6.8715,2.941,-1.8331,-487.32,15.93,518.73,0.00021558,0.00065268,0.55805,3.759,7.5105e-13
136,-6,8000,337.46,-0.50837,1.0162,18.311,5.9516,8.2454e-05,7.7832e-05,0.024842,-2.2074e-06,-0.00031742,0.55582,0.56024,9.1992,-515.59,0.0014041,29.017,5.9297e-05,6.6284e-05,0.05112,16.696,6.5986e-12
112,-18.727273,8000,142.71,4.1466,3.6972,4.9412,1.7089,0.00039659,0.00032846,0.1173,-0.00058951,-0.003679,7.9237,3.2572,-1.4274,-548.94,46.696,1818.7,0.00032938,0.00096215,0.65257,4.6925,7.5105e-13
136,-4,3000,6.5349,0.0018098,0.017554,7.731,0.024702,8.1464e-10,8.3239e-08,0.01158,-1.4789e-05,-0.008465,0.004053,0.0021187,7.1051,-293.83,3.3708e-11,9.9168e-06,8.5581e-09,8.4491e-09,0.53448,253.12,6.5986e-12
112,-18,3000,72.655,1.2138,1.5198,2.2923,0.11872,5.2032e-06,1.2001e-05,0.023924,-0.0016617,-0.0069848,2.7854,1.4728,-0.7886,-241.94,71.688,1266.7,1.8354e-05,6.3689e-05,0.23576,1.2407,7.5105e-13
136,-4,4000,14.909,-3.7489e-05,0.1318,3.7064,0.194,1.7225e-07,6.4501e-06,0.082482,-3.1883e-06,-0.00097573,0.11735,0.11721,9.1672,-421.85,4.6778e-12,4.3583e-07,1.2494e-06,1.234e-06,0.013055,5.9544,6.5986e-12
112,-18,4000,91.598,1.6451,2.1029,3.0196,0.25847,2.0459e-05,2.8933e-05,0.039418,-0.00022136,-0.0010154,3.7817,1.9508,-1.0513,-305.4,13.917,292.83,4.6257e-05,0.00015386,0.31518,1.8011,7.5105e-13
136,-4,5000,21.583,-0.0064388,0.33657,3.0307,0.37235,1.5985e-06,3.5711e-05,0.14659,2.4699e-06,0.00045546,0.31353,0.31845,9.2114,-466.6,3.9971e-12,1.353e-07,8.935e-06,8.7834e-06,0.021966,8.9249,6.5986e-12
112,-18,5000,108.56,2.0675,2.6023,3.1917,0.50148,5.9146e-05,6.2573e-05,0.059006,-0.00015915,-0.00080343,4.7434,2.367,-0.87928,-367.76,3.3648,85.77,9.63e-05,0.00030594,0.41116,2.5347,7.5105e-13
136,-4,6000,28.867,-0.019717,0.61105,2.4403,0.59642,6.8171e-06,9.6902e-05,0.21524,-9.4093e-07,-0.00013112,0.5975,0.60934,7.3502,-503.03,6.108e-14,9.8401e-10,3.0255e-05,2.9584e-05,0.071555,3.3093e-06,6.5986e-12
112,-18,6000,126.01,2.5952,3.1706,3.9027,0.89213,0.00015375,0.00013722,0.079843,0.00018043,0.0010002,5.844,2.8236,-1.8003,-431.61,27.717,851.68,0.00017691,0.00053872,0.50093,3.2795,7.5105e-13
136,-4,7000,36.824,-0.045678,1.0104,1.9676,0.82637,2.2018e-05,0.00020572,0.27026,6.2214e-06,0.00067642,0.87459,0.8947,8.9518,-560.21,0.0074589,88.136,9.5203e-05,0.00010879,0.043938,9.8683,6.5986e-12
112,-18,7000,139.42,3.1201,3.6324,4.6426,1.28,0.00028723,0.00024019,0.092582,-0.00056299,-0.0033738,6.8224,3.1567,-1.9647,-492.04,36.115,1296.8,0.00028664,0.00084588,0.61708,4.3245,7.5105e-13
136,-4,8000,567.37,-1.7232,2.85,19.732,18.398,0.001213,0.0011996,0.0065971,-8.4647e-06,-0.00077672,1.2007,1.228,8.9528,-605.74,0.014607,122.95,0.00018855,0.00021896,0.058642,11.832,6.5986e-12
112,-18,8000,151.11,3.7415,4.0902,5.4949,1.6504,0.00046681,0.00038039,0.099055,-0.0006696,-0.0043479,7.883,3.5027,-2.5953,-554.07,84.107,3546.3,0.00041932,0.0012001,0.70417,5.2807,7.5105e-13
136,-2,3000,6.7037,0.0016288,0.03803,7.9684,0.038511,5.8139e-09,5.7756e-07,0.017978,1206500,-4879000,0.0040667,0.0014874,-142250,-4135200,4.0645e-18,2.0352e-18,0.36532,0.25517,6.7183e-22,4.815e-19,6.5986e-12
106,-26,3000,47.732,2.7211,0.44745,2.5603,0.1587,7.1653e-07,4.0747e-06,0.045094,0.00086923,0.002278,3.1999,0.45434,-0.72971,-133.7,30.148,207.09,2.2764e-06,1.0432e-05,0.46679,1.4369,7.5105e-13
136,-2,4000,12.597,-0.00046019,0.18304,5.0212,0.14581,2.8833e-07,1.3438e-05,0.063626,2.7051e-06,0.00042722,0.18125,0.1842,8.3524,-326.43,0.0013471,33.586,3.1872e-06,3.5375e-06,0.029764,4.6328,6.5986e-12
106,-26,4000,59.743,3.6373,0.6293,2.9537,0.36094,2.9083e-06,1.0324e-05,0.087227,-0.0076181,-0.021047,4.2982,0.6555,0.0042545,-190.61,819.53,6255.5,2.0417e-06,8.9583e-06,0.20062,0.70551,7.5105e-13
136,-2,5000,18.793,-0.0084529,0.47488,4.1597,0.28556,2.721e-06,7.4237e-05,0.11613,-1.2576e-05,-0.0012478,0.44706,0.46038,8.2867,-374.56,0.024051,236.72,1.7007e-05,1.9542e-05,0.036394,4.5985,6.5986e-12
106,-26,5000,68.596,4.4728,0.79182,2.9702,0.5055,6.1261e-06,1.6047e-05,0.10794,0.00022955,0.00071913,5.3042,0.7992,-1.8481,-243.29,1.8783,18.434,3.6775e-06,1.5263e-05,0.22357,0.89765,7.5105e-13
136,-2,6000,25.45,-0.025937,0.89709,3.7163,0.44941,1.211e-05,0.0002106,0.169,-0.072843,-5.4782,0.72159,0.73873,7.2387,-425.29,0.0011928,1.7501,3.4788e-05,3.4767e-05,0.39267,8.2794,6.5986e-12
106,-26,6000,77.281,5.4231,0.97017,3.4808,0.63477,1.1133e-05,2.2427e-05,0.11966,0.0017399,0.005904,6.4396,0.98957,-1.2135,-301.36,74.781,861.03,7.1026e-06,2.8235e-05,0.25555,1.0967,7.5105e-13
136,-2,7000,-31.494,-0.049152,1.2961,3.1415,0.60243,2.9193e-05,0.00035879,0.21054,-7.0916e-06,-0.00046298,1.187,1.2284,8.2613,-469.26,0.0058058,24.756,0.0001113,0.00013338,0.052361,5.1983,6.5986e-12
106,-26,7000,85.444,6.2883,1.1556,3.6675,0.79097,1.9189e-05,3.121e-05,0.13226,-0.001397,-0.0052435,7.4902,1.1387,-1.0408,-358.38,77.61,1093.4,1.2868e-05,4.8431e-05,0.31691,1.3709,7.5105e-13
136,-2,8000,38.127,-0.083276,1.7509,2.5383,0.75832,5.9397e-05,0.0005208,0.24395,2.2626e-05,0.0012723,1.6198,1.6764,6.605,-505.24,0.059687,188.79,0.00021804,0.00026585,0.10925,4.9732,6.5986e-12
106,-26,8000,92.217,7.2412,1.3068,4.1721,0.85485,2.6095e-05,3.6432e-05,0.12918,0.00030276,0.001219,8.5988,1.296,-0.95952,-371.7,5.7051,92.491,1.9723e-05,7.1434e-05,0.35259,1.7608,7.5105e-13
106,-25.272727,3000,51.975,2.7028,0.48901,2.1663,0.22408,1.1589e-06,5.5346e-06,0.06018,-0.00016521,-0.0004351,3.213,0.50158,-0.89498,-174.24,1.2414,8.6107,9.4477e-07,4.3369e-06,0.16166,0.52195,7.5105e-13
136,0,3000,-7.2647,0.0013014,0.068209,8.5192,0.043015,1.935e-08,1.7546e-06,0.019892,-1.2615e-05,-0.003423,0.019954,0.018438,3.5162,-177.9,1.066e-10,7.8892e-06,1.0043e-07,9.7904e-08,0.21886,49.314,6.5986e-12
106,-25.272727,4000,62.692,3.5799,0.67715,2.8672,0.34222,3.1329e-06,1.001e-05,0.079393,-0.0016073,-0.0047576,4.2918,0.68598,-0.89717,-233.73,57.546,504.16,2.5902e-06,1.1091e-05,0.21173,0.7168,7.5105e-13
136,0,4000,-12.487,-0.0019001,0.27741,5.7155,0.12823,5.8695e-07,2.7662e-05,0.056026,7.672e-09,7.2647e-07,0.24855,0.25581,4.34,-234.22,4.0535e-11,3.6401e-07,2.7043e-06,2.5629e-06,1.086e-12,6.2874e-18,6.5986e-12
106,-25.272727,5000,73.085,4.402,0.85866,2.6418,0.55726,7.7818e-06,1.7717e-05,0.1116,0.0012767,0.0040172,5.3038,0.86295,-0.96343,-250.31,37.879,375.04,4.7948e-06,1.9844e-05,0.24157,0.96314,7.5105e-13
136,0,5000,-17.723,-0.010872,0.62483,5.0859,0.2231,3.8583e-06,0.00011427,0.091856,-2.3656e-08,-1.4954e-06,0.5812,0.60399,7.2542,-287.44,5.0077e-08,0.00020018,1.9696e-05,2.3681e-05,4.703e-11,3.8088e-12,6.5986e-12
106,-25.272727,6000,83.006,5.344,1.0468,3.5237,0.7364,1.4759e-05,2.5501e-05,0.12765,0.00096369,0.0033227,6.4329,1.0427,-0.82833,-307.76,31.487,374.32,9.4194e-06,3.7138e-05,0.30206,1.3455,7.5105e-13
136,0,6000,23.571,-0.028789,1.0954,4.5363,0.33529,1.4258e-05,0.00027912,0.12894,-4.3765e-06,-0.00021297,1.0028,1.0463,4.4568,-368.65,0.00031889,0.75512,6.1925e-05,7.67e-05,0.11618,6.0348e-06,6.5986e-12
