"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
154,0,5000,20902,-5.4533,11.658,75.999,2.3535e-05,5.0258,5.0264,495.94,-0.30382,-0.095475,6.2054,0.0023874,7.7883,-276.16,1422500,141980,3.7311e-09,3.8632e-08,200.03,75.025,6.5986e-12
112,-14,3000,80.208,0.37813,1.6976,8.4454,0.19964,1.0609e-05,1.9748e-05,0.0361,-0.0028232,-0.014952,2.1359,1.6187,1.3256,175.72,262.45,7360.8,4.6042e-05,0.0001138,0.2872,1.5467,6.5986e-12
130,-21.636364,5000,62.902,0.94279,1.9264,1.7274,0.051325,3.7978e-06,1.2045e-05,0.011872,0.00032046,0.0018567,2.8088,1.7795,-2.8925,-250.65,3.4772,116.73,3.487e-05,0.00010124,0.232,1.5525,7.5105e-13
154,0,6000,15.168,7.4632,-0.0050061,-250.72,24.042,2.8517e-08,1.1486e-06,10.43,-47.64,-2.808,7.4608,-0.0028732,-1511.7,682.47,0.073056,4.6865,9.5183e-09,3.6812e-08,309980,2498.7,6.5986e-12
112,-14,4000,102.71,0.55434,2.3591,10.195,0.1548,1.5101e-05,1.7438e-05,0.020001,-0.00045372,-0.0027797,2.9504,2.173,1.202,267.96,17.516,657.4,0.00011246,0.0002698,0.37495,2.2382,6.5986e-12
130,-21.636364,6000,72.724,1.158,2.5176,2.1643,0.053329,6.4116e-06,1.4757e-05,0.010735,-0.00096985,-0.0058986,3.6226,2.3243,-2.7331,-309.35,28.331,1047.9,7.267e-05,0.00020686,0.27236,1.9361,7.5105e-13
154,0,7000,-194.39,8.6121,0.0041067,-4.5701,10359,2.8839e-06,2.3868e-06,311.04,0.012288,0.022414,8.6157,0.0037486,11.938,-440.86,174240,580250,1.509e-08,5.0854e-08,56.235,129.6,6.5986e-12
112,-14,5000,121.87,0.75788,2.9303,10.531,0.24865,3.6651e-05,3.3809e-05,0.023884,0.00046333,0.0028408,3.7319,2.6156,1.6921,313.16,23.269,874.72,0.00019817,0.00048288,0.46873,2.8761,6.5986e-12
130,-21.636364,7000,81.673,1.3595,3.069,2.5036,0.093925,1.6246e-05,2.9048e-05,0.016602,-0.00015166,-0.00097196,4.4036,2.8265,-2.766,-367.46,5.2217,214.45,0.00012889,0.00035982,0.31516,2.369,7.5105e-13
154,0,8000,427480,9.3734,0.42731,-18464,4.0815e-11,2.465,2.4739,5.6622e-09,168070,97.476,9.8004,0.00050952,10799,408.73,0.0009285,2727.7,1.1581e-09,5.4156e-09,0.85198,1368.4,6.5986e-12
112,-14,6000,141.8,1.017,3.5194,10.794,0.37958,7.9687e-05,6.6283e-05,0.026623,-0.00041676,-0.0023855,4.5904,3.0364,1.5979,318.15,16.151,529.17,0.00033434,0.00084265,0.64148,3.5904,6.5986e-12
130,-21.636364,8000,91.456,1.5835,3.7069,2.8531,0.14341,3.5284e-05,5.0047e-05,0.021917,0.00039141,0.0026921,5.2828,3.3801,-3.0025,-425.97,9.2949,439.73,0.00022119,0.00060049,0.36179,2.878,7.5105e-13
154,2,3000,38039,-7.4121,11.266,80.757,2.0586e-05,15.599,15.6,1752.4,27.556,104.9,3.8537,0.0017786,4.4533,470.76,78.168,408.59,3.2829e-09,5.5852e-09,226.39,414.9,6.5986e-12
112,-14,7000,158.05,1.3065,4.0476,11.58,0.56103,0.00015447,0.00012527,0.030439,0.00016422,0.00089439,5.3983,3.3628,1.8169,320.53,5.8666,174.02,0.00046189,0.0011929,0.78251,4.0397,6.5986e-12
130,-20.909091,3000,45.12,0.46577,0.92889,1.361,0.071427,1.4311e-06,9.1052e-06,0.021002,-0.00073864,-0.0043492,1.36,0.87236,-1.9283,-179.48,16.585,574.98,8.2719e-06,2.3679e-05,0.21926,1.4868,7.5105e-13
154,2,4000,37389,5.1358,-0.10914,-34905,4.6897e-15,0.0007619,0.0026401,1.7797e-14,44.383,313.54,5.0786,0.0034027,28.251,9.8544,217.91,1645.6,1.2781e-07,1.1331e-07,486.36,549.19,6.5986e-12
112,-14,8000,172.39,1.658,4.5457,11.859,0.81864,0.00028214,0.00022895,0.0354,0.0015281,0.0083723,6.2427,3.6436,1.7493,361.81,213.25,6401.6,0.0005994,0.0015688,0.83337,4.7285,6.5986e-12
130,-20.909091,4000,53.673,0.62085,1.4746,1.3737,0.046955,2.1756e-06,9.713e-06,0.012325,-0.0007504,-0.0047639,2.0138,1.3357,-3.632,-235.39,12.978,523.07,1.7723e-05,4.8932e-05,0.19439,1.3709,7.5105e-13
154,2,5000,-47403000,6.2111,-0.00015471,-9787800,2.4676e-19,7126.5,7747.1,1.8899e-18,56278,-206250,6.2115,-7.7371e-05,-498540,1713.7,1.7395e-15,1.8188e-16,244.29,244.29,5.6089e-17,1.2087e-12,6.5986e-12
112,-12,3000,79.801,-0.035386,1.8522,9.2519,0.069663,4.4125e-06,8.306e-06,0.012675,-0.00025822,-0.0026125,1.8584,1.7305,4.2502,176.97,3.2882,336.58,9.8993e-05,0.00018786,0.28423,3.1357,6.5986e-12
130,-20.909091,5000,62.294,0.78009,2.0118,1.9613,0.046959,3.8039e-06,1.2324e-05,0.010954,0.0005781,0.0037153,2.7119,1.8479,-2.7633,-252.83,13.989,577.75,4.5323e-05,0.00012457,0.25633,1.7936,7.5105e-13
154,2,6000,2.1744,7.4652,-0.0082158,198.89,4.4729,2.8388e-08,3.9347e-05,0.46295,-5.8152,-53.789,7.4664,0.0015462,8.1625,-476.58,16.247,846.5,3.147e-08,3.3521e-08,372.92,1644.2,6.5986e-12
112,-12,4000,115.6,-0.01283,2.5629,11.124,0.021012,2.3817e-06,2.3275e-06,0.002227,9.1404e-05,0.00096369,2.5901,2.3302,5.0174,268.37,1.5062,167.47,0.0002312,0.00044288,0.35931,4.6463,6.5986e-12
130,-20.909091,6000,72.034,0.95996,2.6142,2.2725,0.051093,6.6432e-06,1.5616e-05,0.010388,0.00064272,0.0043147,3.5231,2.4214,-3.4605,-312.55,20.791,937.02,8.8304e-05,0.0002388,0.28214,2.1556,7.5105e-13
154,2,7000,-12.138,8.6219,-0.005188,-210.36,29.733,4.8313e-08,2.4297e-06,13.258,0.070931,0.047742,8.6232,0.0025253,26.255,-386.52,0.00021599,0.0001755,9.0639e-09,5.1021e-08,193.94,149.55,6.5986e-12
112,-12,5000,138.58,-0.024704,3.2908,11.874,0.016738,3.0759e-06,2.586e-06,0.0012378,-0.00012846,-0.0012197,3.3052,2.8262,5.1723,273.91,2.9232,263.55,0.0004157,0.00083014,0.51807,5.6285,6.5986e-12
130,-20.909091,7000,81.143,1.1443,3.2476,2.9541,0.05134,9.9602e-06,1.8058e-05,0.0091464,-0.00050177,-0.0035297,4.313,2.9579,-2.6226,-371.27,15.011,742.76,0.00015456,0.00041145,0.31731,2.5128,7.5105e-13
154,2,8000,-260.03,9.7993,-0.00029277,-65.164,98440,1.115e-07,9.8095e-08,2192.9,3815300,1733.4,9.7992,-0.06129,-429.85,1032.7,6.0124e-08,5123.5,1.1568e-10,0.00011513,18256,638.14,6.5986e-12
112,-12,6000,163.37,-0.013356,4.0529,12.449,0.036647,1.0084e-05,8.1666e-06,0.0018312,-8.1189e-05,-0.00073145,4.0757,3.264,3.7236,315.7,6.0294,489.36,0.00064913,0.0013399,0.67351,6.4684,6.5986e-12
130,-20.909091,8000,91.234,1.3371,3.9097,3.3725,0.08337,2.2829e-05,3.2537e-05,0.012785,0.00034895,0.0025508,5.1653,3.5156,-2.9005,-429.12,8.4895,453.65,0.00025157,0.00066274,0.3582,3.0057,7.5105e-13
154,4,3000,-58167,3.7645,0.10592,-28459,2.8572e-14,0.0010764,0.0016505,9.1701e-15,382.11,147.37,3.8501,0.0014447,6.6789,-37.892,30428,1483.4,1.4235e-09,8.6317e-09,645.93,122.77,6.5986e-12
112,-12,7000,180.74,0.049675,4.7054,12.624,0.14275,5.2436e-05,4.2807e-05,0.0054226,0.00070041,0.0057996,4.7884,3.5924,4.5355,317.42,32.851,2252.5,0.00087563,0.0018724,0.78985,7.6151,6.5986e-12
130,-20.181818,3000,45.017,0.37172,0.94989,1.3828,0.060193,1.2628e-06,8.0704e-06,0.017723,-0.00033694,-0.0022307,1.2819,0.88756,-2.3929,-181.15,3.8641,169.37,8.8714e-06,2.3903e-05,0.20393,1.5484,7.5105e-13
154,4,4000,-26.265,5.0619,-0.001165,-125.33,354.76,1.5607e-08,2.6817e-07,135.15,133.14,136.24,5.0622,0.0018437,-3.5365,-256.92,2576.1,930.71,4.3165e-09,1.0616e-08,406.74,202.55,6.5986e-12
112,-12,8000,197.66,0.20702,5.3164,12.861,0.33158,0.00015369,0.00012775,0.0096683,-0.0011403,-0.0089861,5.559,3.8771,3.8787,315.98,164.75,10231,0.0011512,0.0025081,0.94727,8.2724,6.5986e-12
130,-20.181818,4000,52.706,0.50484,1.5447,1.8916,0.040581,2.0805e-06,9.6498e-06,0.010792,0.00046323,0.0032876,1.9441,1.3901,-2.5487,-240.24,6.5334,329.07,2.2273e-05,5.8178e-05,0.19925,1.572,7.5105e-13
154,4,5000,262.68,6.2051,0.0018072,115.01,47566,1.5168e-06,1.2914e-06,1851,-0.011182,-0.35919,6.2061,0.00097303,-0.55231,1433.5,0.167,169.34,6.8271e-09,3.1565e-08,529.37,188480,6.5986e-12
112,-10,3000,81.819,-0.13316,1.4636,9.6451,0.23642,9.2899e-06,1.6581e-05,0.041772,-6.8972e-05,-0.0017589,1.3641,1.3571,6.2244,86.182,0.58483,380.31,0.00015834,0.00022502,0.25088,7.173,6.5986e-12
130,-20.181818,5000,61.956,0.62668,2.067,2.1657,0.045632,3.9101e-06,1.282e-05,0.010695,0.00046129,0.0033762,2.6181,1.8992,-3.5744,-299.27,10.767,576.78,5.1509e-05,0.00013321,0.24626,2.0273,7.5105e-13
154,4,6000,3.8116,7.4728,-0.0083715,-118.51,1.6556,2.136e-08,3.8626e-06,0.8722,-0.13338,-0.91533,7.4733,0.00097637,-52.346,-249.36,35.093,1652.3,1.366e-08,1.9125e-08,375.34,2300.2,6.5986e-12
112,-10,4000,150.45,-0.37806,2.1934,12.375,0.79938,6.4843e-05,5.2994e-05,0.049022,-0.00012933,-0.002965,1.8913,1.8167,6.9326,175.57,2.7137,1426.4,0.00036011,0.00053167,0.33848,11.279,6.5986e-12
130,-20.181818,6000,72.436,0.77695,2.7031,2.4522,0.052769,7.3226e-06,1.7003e-05,0.010667,0.00020358,0.001591,3.446,2.5084,-3.2518,-360.58,2.7615,168.63,0.00010612,0.00026778,0.27865,2.3835,7.5105e-13
154,4,7000,20098,-3.393,12.01,77.039,4.39e-05,8.1295,8.1305,758.82,-0.15371,-2.2605,8.6164,0.0010404,62.258,8.4285,45.862,9918.7,2.304e-08,2.6628e-08,230.35,3324,6.5986e-12
112,-10,5000,183.61,-0.58981,2.9677,13.417,0.49449,7.2077e-05,5.9002e-05,0.018004,2.9439e-05,0.00058431,2.4348,2.2318,6.5959,175.36,0.16289,64.175,0.00064735,0.00099167,0.48154,13.327,6.5986e-12
130,-20.181818,7000,82.122,0.9127,3.325,2.7797,0.06412,1.3e-05,2.2975e-05,0.01126,0.00040606,0.0031592,4.2153,3.074,-3.337,-373.48,11.907,720.79,0.00018706,0.00047378,0.32847,2.833,7.5105e-13
154,4,8000,17814,14.315,-4.5154,-36.784,9.069e-07,0.92527,0.92545,375.14,5.2193,1.0184,9.8002,0.00038515,549.66,441.68,0.15014,0.59139,6.7559e-10,3.9836e-09,10115,789.71,6.5986e-12
112,-10,6000,201.51,-0.68817,3.6558,13.012,0.073814,1.6128e-05,1.347e-05,0.0020284,-0.00028871,-0.0048919,3.0326,2.6172,6.7505,175.07,18.058,5182.9,0.00099236,0.0015862,0.64095,16.036,6.5986e-12
130,-20.181818,8000,92.041,1.0758,4.0156,3.4114,0.072104,2.0792e-05,2.9132e-05,0.010924,-246.26,0.19534,3.3385,0.060618,-10.191,-144.56,0.0076768,17.568,0.00063597,0.0051339,3.5033,8409.1,7.5105e-13
154,6,3000,-71.57,3.854,0.0013726,-50.593,1018.2,3.5975e-08,8.9829e-08,215.63,12029,487.99,3.8543,0.0067125,-165.5,713.74,0.097408,309.08,9.0082e-10,1.6607e-08,1176.4,12.861,6.5986e-12
112,-10,7000,216.89,-0.67024,4.283,13.944,0.082101,2.4277e-05,2.0671e-05,0.0017883,-0.00011627,-0.0018426,3.5793,2.8878,6.8978,178.49,38.045,9556.9,0.0013643,0.0022224,0.80177,18.841,6.5986e-12
130,-19.454545,3000,43.755,0.28695,0.97816,1.7201,0.051985,1.1744e-06,7.9352e-06,0.015559,0.00046092,0.0034179,1.2085,0.90622,-2.2581,-184.65,7.3356,403.35,1.0984e-05,2.7965e-05,0.21745,1.8033,7.5105e-13
154,6,4000,591.95,5.0758,0.0059687,-15.661,1484200,0.00040637,0.00040256,392.9,0.14563,439.71,5.6107,0.52953,31.291,-144.12,271.85,8938.1,3208.9,3208.9,1560.9,1747.1,6.5986e-12
112,-10,8000,248.11,-0.74031,4.8384,13.578,0.11361,4.1449e-05,3.6617e-05,0.0015445,0.00087283,0.013121,4.1635,3.1108,7.7561,173.63,154.55,34929,0.001693,0.0026229,1.3907,25.909,6.5986e-12
130,-19.454545,4000,52.186,0.37811,1.5187,1.7914,0.040885,2.0356e-06,9.6392e-06,0.010949,0.00041299,0.0033591,1.8436,1.4094,-2.8011,-244.35,5.3155,351.65,2.5924e-05,6.3385e-05,0.1974,1.7907,7.5105e-13
154,6,5000,11.033,6.2102,0.0027003,53.436,29.942,1.4465e-08,7.9679e-07,13.303,573.08,86.745,6.2108,0.0016732,6.3806,-181.76,230650,2747.1,2.3116e-09,3.6295e-08,1214.1,105.4,6.5986e-12
112,-8,3000,79.379,-0.1079,1.1327,6.9913,0.4158,9.8663e-06,1.877e-05,0.076072,-2410300000,-2.412e+09,0.44025,0.18164,-294800000,2568100,7.7477e-38,1.0794e-36,1.0947e-05,1.0947e-05,4.4881e-39,2.7292e-31,6.5986e-12
130,-19.454545,5000,61.072,0.47521,2.1149,2.1623,0.041018,3.7004e-06,1.252e-05,0.009732,-0.00025217,-0.0021276,2.5366,1.9687,-3.2926,-303.62,3.088,219.82,5.8114e-05,0.00014045,0.22315,2.1188,7.5105e-13
154,6,6000,44.769,7.4627,0.0029639,43.744,348.86,7.1214e-08,4.666e-07,103.97,-1510700,6568800,7.4637,0.00016851,-3510300,-884930,5.8119e-18,1.9892e-18,98.247,97.611,2.0824e-19,1.7082e-17,6.5986e-12
112,-8,4000,116.15,-0.22999,1.6894,6.0874,0.23165,1.1419e-05,1.107e-05,0.024243,-0.00012193,-0.0041623,1.5121,1.486,7.7902,-192.06,3.8749,4515.6,0.00039553,0.00051799,0.29263,15.161,6.5986e-12
130,-19.454545,6000,71.876,0.59045,2.8015,2.7469,0.039124,5.8457e-06,1.3809e-05,0.0079726,199.96,-8.3815,2.0785,0.0031473,-10.202,-126.62,249530000,442540,0.0003119,0.00041839,0.2003,0.02203,7.5105e-13
154,6,7000,4885.8,7.9749,0.6473,75.855,1.0606e-07,0.022516,0.022562,637.61,24.652,56.509,8.6227,0.0012999,18.871,-433.26,586.65,2050.4,1.3578e-08,2.6407e-08,875.41,1189.1,6.5986e-12
112,-8,5000,142.69,-0.29629,2.1666,5.8376,0.57414,4.5748e-05,3.7898e-05,0.039452,-9.5583e-05,-0.0026718,1.9453,1.8567,7.2983,-233.89,2.9302,2288.7,0.00072532,0.00098528,0.43475,16.449,6.5986e-12
130,-19.454545,7000,81.454,0.70253,3.4832,3.288,0.033482,7.4649e-06,1.3425e-05,0.0059379,-117.71,0.8728,2.5627,0.015762,0.025428,-127.7,578780000,31914,0.0004712,0.0012469,0.80169,0.03574,7.5105e-13
154,6,8000,109050,9.8693,-0.073561,23349,7.2908e-15,0.0011435,0.0012503,3.4417e-14,2719300,1603.8,9.799,-0.098326,-303.2,1105.7,4.6541e-09,461.8,4.4921e-11,6.5735e-05,3050.6,247.22,6.5986e-12
112,-8,6000,164.17,-0.26226,2.6144,5.5599,1.3718,0.00015755,0.00012741,0.066773,-0.00016758,-0.0041181,2.4584,2.239,7.2141,-236.21,10.411,6285.5,0.0012207,0.0016978,0.57521,19.979,6.5986e-12
130,-19.454545,8000,92.219,0.82487,4.1923,3.8004,0.046253,1.4531e-05,2.0285e-05,0.0069892,-0.00017321,-0.0015849,4.9349,3.7502,-2.3242,-484.54,4.7397,396.83,0.00036202,0.0008643,0.38621,3.63,7.5105e-13
112,-8,7000,176.64,-0.13791,2.837,4.3773,1.9236,0.00025857,0.0002102,0.076542,-0.00025029,-0.0055341,2.9127,2.5189,7.4984,-241.02,27.255,13329,0.0017345,0.0024546,0.77183,24.399,6.5986e-12
130,-18.727273,3000,42.478,0.20646,0.96456,1.7373,0.035383,7.9005e-07,5.6535e-06,0.010767,0.00037397,0.0031215,1.1266,0.90856,-2.589,-186.74,6.6477,463.19,1.151e-05,2.7674e-05,0.20497,1.857,7.5105e-13
112,-8,8000,189.21,0.058525,3.2463,4.8642,2.0166,0.00035222,0.0002898,0.065687,-0.00017924,-0.0037109,3.4421,2.7977,8.1667,-245.42,15.439,6616.6,0.0023068,0.0033272,0.87874,29.011,6.5986e-12
130,-18.727273,4000,50.713,0.27611,1.5694,2.0846,0.021671,1.1681e-06,5.87e-06,0.005919,-0.00030161,-0.0028317,1.7605,1.4395,-2.8037,-246.91,2.5265,222.71,2.6224e-05,5.9991e-05,0.16869,1.6986,7.5105e-13
112,-6,3000,65.314,-0.11864,1.6931,6.5001,0.36997,2.085e-05,6.0903e-05,0.082773,7.633e-05,0.0022633,1.5003,1.5083,7.6251,-278.64,2.0457,1798.9,0.00021221,0.0002845,0.18163,7.5143,6.5986e-12
130,-18.727273,5000,59.816,0.34753,2.2164,2.6987,0.019938,1.9918e-06,7.0513e-06,0.0048132,5.7354e-05,0.00055183,2.4439,2.0101,-3.4135,-308.04,0.17839,16.515,6.4641e-05,0.00014715,0.21043,2.2442,7.5105e-13
112,-6,4000,94.659,-0.2594,2.4313,4.3427,0.50244,5.2829e-05,7.0198e-05,0.073185,-0.00011522,-0.0027562,2.1961,2.1728,7.3843,-371.67,1.8191,1040.8,0.00046759,0.00065289,0.2381,8.2288,6.5986e-12
130,-18.727273,6000,70.907,0.42368,2.84,2.9109,0.037138,5.7272e-06,1.3941e-05,0.0076736,-0.00018124,-0.0017834,3.2241,2.6403,-4.3022,-372.13,3.6244,350.93,0.00014401,0.00032706,0.27234,3.0867,7.5105e-13
112,-6,5000,121.3,-0.43099,3.2389,4.2228,0.20091,3.6256e-05,3.3514e-05,0.019374,0.00019982,0.0043249,2.8478,2.7515,7.1055,-419.07,6.7049,3140.8,0.00091471,0.001303,0.32704,9.9408,6.5986e-12
130,-18.727273,7000,81.383,0.49598,3.5398,3.2353,0.036024,8.2965e-06,1.4948e-05,0.0063953,-6.2968e-05,-0.00063052,3.9957,3.2495,-3.0958,-427.16,0.48771,48.893,0.00024729,0.00056174,0.30878,3.3462,7.5105e-13
112,-6,6000,147.9,-0.57611,4.0593,3.736,0.070853,1.9778e-05,1.6192e-05,0.0044712,0.00025109,0.0049208,3.5525,3.3194,7.1266,-465.88,12.688,4873.6,0.0015888,0.0023146,0.44066,12.456,6.5986e-12
130,-18.727273,8000,92.181,0.58324,4.3104,3.9306,0.036342,1.207e-05,1.6864e-05,0.0054947,0.00015218,0.001544,4.8206,3.864,-4.1296,-487.77,4.6314,476.73,0.00042426,0.00096764,0.37576,4.4179,7.5105e-13
112,-6,7000,168.14,-0.61874,4.6611,2.6542,0.17628,6.4274e-05,5.2001e-05,0.008028,-8.4197e-05,-0.0015068,4.2038,3.7902,8.2393,-478.03,4.1388,1325.7,0.0023485,0.0035085,0.55937,14.991,6.5986e-12
130,-18,3000,40.817,0.13738,0.95442,1.8421,0.018174,4.0639e-07,3.1381e-06,0.0056496,-0.00019427,-0.0019039,1.0443,0.89818,-2.7101,-189.72,2.2077,212.05,1.3167e-05,2.941e-05,0.21295,2.1173,7.5105e-13
112,-6,8000,186.57,-0.58331,5.3308,2.3811,0.34512,0.00016292,0.00013365,0.011692,0.0002318,0.0038717,4.8774,4.1944,7.3125,-556.01,15.24,4252.2,0.0033183,0.0050578,0.7127,17.984,6.5986e-12
130,-18,4000,49.257,0.18027,1.5884,2.1867,0.011965,6.7011e-07,3.5751e-06,0.0033319,-0.00026376,-0.0028987,1.6741,1.4506,-2.4602,-249.56,2.8428,343.36,3.3051e-05,7.0556e-05,0.18723,2.0292,7.5105e-13
112,-4,3000,54.006,-0.09855,1.9558,6.0162,0.3088,2.5095e-05,0.00011063,0.080714,-2.3692e-05,-0.00032936,1.8041,1.828,5.4062,-232.72,0.025843,4.9941,0.00010902,0.00017422,0.16305,2.4395,6.5986e-12
130,-18,5000,58.297,0.2269,2.2557,2.9531,0.018604,1.9456e-06,7.2825e-06,0.0045862,9.089e-05,0.0010142,2.3354,2.0255,-3.5821,-311.46,0.62465,77.777,8.2422e-05,0.00017595,0.23426,2.7695,7.5105e-13
112,-4,4000,78.656,-0.20464,2.828,5.2781,0.31718,4.7035e-05,9.1224e-05,0.058622,-0.00058035,-0.0071656,2.58,2.5593,3.7517,-317.26,19.781,3015.4,0.00027091,0.00044485,0.29921,3.0238,6.5986e-12
130,-18,6000,69.506,0.27618,2.9444,3.2034,0.028597,4.7711e-06,1.2139e-05,0.006028,4.0555e-05,0.00045676,3.1247,2.6964,-3.9427,-374.39,0.19956,25.323,0.00017165,0.00036775,0.27984,3.3587,7.5105e-13
112,-4,5000,100.42,-0.34403,3.6793,4.8776,0.23092,5.5042e-05,6.5838e-05,0.030819,5.9468e-05,0.00070258,3.3138,3.2028,6.1543,-372.14,0.26705,37.274,0.00055068,0.00091859,0.29193,4.4867,6.5986e-12
130,-18,7000,80.645,0.31265,3.6399,3.6115,0.036299,8.8599e-06,1.6278e-05,0.0065147,-2.8655e-05,-0.00031936,3.8545,3.2924,-3.4661,-433.43,0.17656,21.93,0.00030932,0.00067137,0.34608,4.0859,7.5105e-13
112,-4,6000,124.64,-0.50521,4.6185,4.4872,0.10047,3.6774e-05,3.3137e-05,0.0091924,0.00061511,0.0070053,4.109,3.8368,7.0955,-421.05,38.695,5019.8,0.0010917,0.0018348,0.44692,7.1664,6.5986e-12
130,-18,8000,92.463,0.34459,4.3456,3.8901,0.060522,2.0419e-05,2.8361e-05,0.0091118,7.7575e-05,0.00087067,4.681,3.9446,-3.9112,-492.62,1.8915,238.27,0.00049327,0.0010779,0.38244,4.807,7.5105e-13
112,-4,7000,145.25,-0.59779,5.4494,4.0703,0.18528,9.3319e-05,7.6803e-05,0.012202,0.00012967,0.0014407,4.8806,4.4052,7.0011,-470.18,2.0683,255.32,0.0016837,0.0028715,0.52151,8.2584,6.5986e-12
124,-26,3000,45.445,1.5532,0.77812,1.9049,0.031201,4.3702e-07,2.7413e-06,0.0091356,-0.002158,-0.0066475,2.2896,0.71686,-1.098,-131.35,310,2941.8,1.0295e-05,4.262e-05,0.73951,2.7445,7.5105e-13
112,-4,8000,164.45,-0.60271,6.2511,3.5893,0.43395,0.00028504,0.00023047,0.020985,-0.00021721,-0.0023768,5.7223,4.9686,6.925,-515.2,6.8015,814.31,0.0024719,0.0042487,0.6186,9.6128,6.5986e-12
124,-26,4000,57.291,2.0852,1.1206,1.7074,0.023302,6.0581e-07,2.3541e-06,0.0058236,-0.0013476,-0.0041195,3.1695,1.0433,-1.7207,-185.13,43.276,404.36,4.9801e-06,2.0849e-05,0.18026,0.70854,7.5105e-13
112,-2,3000,-48.95,-0.086264,2.0474,6.6626,0.15196,1.4182e-05,7.666e-05,0.042498,0.00030806,0.0021879,1.9119,1.9469,4.3193,-187.47,2.6337,132.86,6.159e-05,0.00012422,0.16285,1.2799,6.5986e-12
124,-26,5000,67.446,2.5755,1.4607,1.9951,0.069812,2.8958e-06,7.8742e-06,0.015151,0.0013756,0.0044796,4.0224,1.3752,-2.0132,-240.17,33.031,350.25,1.1433e-05,4.6272e-05,0.22288,0.91413,7.5105e-13
112,-2,4000,72.17,-0.15399,2.9103,5.8329,0.10639,1.713e-05,4.0122e-05,0.021597,-0.00035436,-0.0022339,2.7213,2.6981,1.3744,-241.74,16.613,660.14,0.00014733,0.00031015,0.24336,1.4044,6.5986e-12
124,-26,6000,78.741,3.1249,1.8576,2.2664,0.18241,1.1669e-05,2.2568e-05,0.033658,-0.0015929,-0.0057213,4.9971,1.7381,-2.09,-297.12,51.485,664.26,2.4285e-05,9.3059e-05,0.26561,1.1224,7.5105e-13
112,-2,5000,92.344,-0.23571,3.7451,5.4357,0.095263,2.3874e-05,3.3255e-05,0.014374,-0.00061889,-0.0038763,3.4892,3.3461,5.419,-285.69,33.947,1331.6,0.00032154,0.0006768,0.31869,2.4609,6.5986e-12
124,-26,7000,87.715,3.6661,2.2472,2.9435,0.39152,3.571e-05,5.5036e-05,0.063285,0.0025979,0.010164,5.9337,2.0926,-1.8167,-312.11,165.32,2530.7,4.075e-05,0.00014847,0.28532,1.3588,7.5105e-13
112,-2,6000,115.02,-0.32193,4.6666,5.023,0.13276,4.9999e-05,4.9021e-05,0.014135,-0.00059026,-0.0036478,4.3316,3.9886,5.5626,-331.99,31.319,1196,0.00060936,0.001288,0.43084,3.3028,6.5986e-12
124,-26,8000,96.823,4.227,2.6256,2.8427,0.71081,8.6817e-05,0.00011064,0.10016,-0.002993,-0.012435,6.9083,2.4422,-2.2053,-368.41,240.64,4153.9,6.8829e-05,0.00024375,0.34386,1.7859,7.5105e-13
112,-2,7000,134.61,-0.34991,5.4815,4.6191,0.32899,0.00016855,0.00014355,0.025695,-0.00042405,-0.0026902,5.1396,4.5372,2.0206,-380.59,21.683,872.83,0.0010071,0.0021026,0.57871,3.3864,6.5986e-12
124,-25.272727,3000,47.696,1.4913,0.80125,1.3391,0.031683,4.5887e-07,2.6133e-06,0.0090065,-0.00089707,-0.0028654,2.2798,0.76632,-1.9466,-134.4,17.082,174.29,3.0362e-06,1.2275e-05,0.18367,0.65489,7.5105e-13
112,-2,8000,152.45,-0.28371,6.2387,3.7539,0.66766,0.00043927,0.00035727,0.03916,-0.00073254,-0.0047668,6.0093,5.0682,5.7151,-424.07,84.072,3560.1,0.001551,0.0032059,0.64441,5.2443,6.5986e-12
124,-25.272727,4000,57.802,1.981,1.1969,1.9046,0.026322,7.7783e-07,2.9654e-06,0.0065326,0.0018881,0.00629,3.1434,1.115,-0.57214,-190.57,64.299,713.63,6.1224e-06,2.4278e-05,0.17061,0.70134,7.5105e-13
112,0,3000,-47.693,0.026174,2.0662,7.3889,0.029292,2.8209e-06,1.6074e-05,0.0083295,-0.00043872,-0.0018216,2.0528,1.9818,2.6267,-143.99,7.0324,121.24,3.8009e-05,9.8041e-05,0.16261,0.76284,6.5986e-12
124,-25.272727,5000,67.994,2.4478,1.5778,2.3125,0.053569,2.5856e-06,6.9061e-06,0.011536,-0.0025832,-0.0089581,3.999,1.4788,-1.8975,-243.84,131.43,1580.6,1.354e-05,5.2675e-05,0.21549,0.95418,7.5105e-13
112,0,4000,68.526,0.07594,2.8547,6.7606,0.029083,4.5818e-06,1.2037e-05,0.0062192,-0.00066118,-0.0025456,2.9218,2.7063,2.8468,-191.33,14.721,218.21,9.2167e-05,0.00024536,0.22417,1.0005,6.5986e-12
